property,label
http://www.wikidata.org/entity/P1589,deepest point
http://www.wikidata.org/entity/P159,headquarters location
http://www.wikidata.org/entity/P1590,number of casualties
http://www.wikidata.org/entity/P1591,defendant
http://www.wikidata.org/entity/P1592,prosecutor
http://www.wikidata.org/entity/P1593,defender
http://www.wikidata.org/entity/P1594,judge
http://www.wikidata.org/entity/P1595,charge
http://www.wikidata.org/entity/P1596,penalty
http://www.wikidata.org/entity/P1598,consecrator
http://www.wikidata.org/entity/P1599,Cambridge Alumni Database ID
http://www.wikidata.org/entity/P16,highway system
http://www.wikidata.org/entity/P1600,code Inventari del Patrimoni ArquitectÃ_nic de Catalunya
http://www.wikidata.org/entity/P1601,Esperantist ID
http://www.wikidata.org/entity/P1602,BBC Your Paintings venue identifier
http://www.wikidata.org/entity/P1603,number of cases
http://www.wikidata.org/entity/P1604,biosafety level
http://www.wikidata.org/entity/P1605,has natural reservoir
http://www.wikidata.org/entity/P1606,natural reservoir of
http://www.wikidata.org/entity/P1607,Dialnet author ID
http://www.wikidata.org/entity/P1608,Dialnet book
http://www.wikidata.org/entity/P1609,Dialnet journal
http://www.wikidata.org/entity/P161,cast member
http://www.wikidata.org/entity/P1610,Dialnet article
http://www.wikidata.org/entity/P1611,NATO code for grade
http://www.wikidata.org/entity/P1612,Commons Institution page
http://www.wikidata.org/entity/P1613,IRC channel
http://www.wikidata.org/entity/P1614,History of Parliament ID
http://www.wikidata.org/entity/P1615,CLARA-ID
http://www.wikidata.org/entity/P1616,SIREN number
http://www.wikidata.org/entity/P1617,BBC Things identifer
http://www.wikidata.org/entity/P1618,sport number
http://www.wikidata.org/entity/P1619,date of official opening
http://www.wikidata.org/entity/P162,producer
http://www.wikidata.org/entity/P1620,plaintiff
http://www.wikidata.org/entity/P1621,detail map
http://www.wikidata.org/entity/P1622,drives on the
http://www.wikidata.org/entity/P1624,MarineTraffic Port ID
http://www.wikidata.org/entity/P1625,has melody
http://www.wikidata.org/entity/P1626,Thai cultural heritage ID
http://www.wikidata.org/entity/P1627,Ethnologue.com code
http://www.wikidata.org/entity/P1628,equivalent property
http://www.wikidata.org/entity/P1629,subject item of this property
http://www.wikidata.org/entity/P163,flag
http://www.wikidata.org/entity/P1630,formatter URL
http://www.wikidata.org/entity/P1631,China Vitae ID
http://www.wikidata.org/entity/P1632,Hermannâ€“Mauguin notation
http://www.wikidata.org/entity/P1635,religious name
http://www.wikidata.org/entity/P1636,date of baptism in early childhood
http://www.wikidata.org/entity/P1637,undercarriage
http://www.wikidata.org/entity/P1638,working title
http://www.wikidata.org/entity/P1639,pendant of
http://www.wikidata.org/entity/P1640,curator
http://www.wikidata.org/entity/P1641,port
http://www.wikidata.org/entity/P1642,acquisition transaction
http://www.wikidata.org/entity/P1643,departure transaction
http://www.wikidata.org/entity/P1644,EgliseInfo ID
http://www.wikidata.org/entity/P1645,NIST/CODATA ID
http://www.wikidata.org/entity/P1646,mandatory qualifier
http://www.wikidata.org/entity/P1647,subproperty of
http://www.wikidata.org/entity/P1648,Dictionary of Welsh Biography ID
http://www.wikidata.org/entity/P1649,KMDb person ID
http://www.wikidata.org/entity/P1650,BBF identifier
http://www.wikidata.org/entity/P1651,YouTube video identifier
http://www.wikidata.org/entity/P1652,referee
http://www.wikidata.org/entity/P1653,TERYT municipality code
http://www.wikidata.org/entity/P1654,wing configuration
http://www.wikidata.org/entity/P1655,station number
http://www.wikidata.org/entity/P1656,unveiled by
http://www.wikidata.org/entity/P1657,MPAA film rating
http://www.wikidata.org/entity/P1658,number of faces
http://www.wikidata.org/entity/P1659,see also
http://www.wikidata.org/entity/P166,award received
http://www.wikidata.org/entity/P1660,has index case
http://www.wikidata.org/entity/P1661,Alexa rank
http://www.wikidata.org/entity/P1662,DOI Prefix
http://www.wikidata.org/entity/P1663,ProCyclingStats ID
http://www.wikidata.org/entity/P1664,Cycling Database ID
http://www.wikidata.org/entity/P1665,Chess Games ID
http://www.wikidata.org/entity/P1666,Chess Club ID
http://www.wikidata.org/entity/P1667,TGN identifier
http://www.wikidata.org/entity/P1668,ATCvet
http://www.wikidata.org/entity/P1669,CONA  identifier
http://www.wikidata.org/entity/P167,structure replaced by
http://www.wikidata.org/entity/P1670,LAC identifier
http://www.wikidata.org/entity/P1671,route number
http://www.wikidata.org/entity/P1672,this taxon is source of
http://www.wikidata.org/entity/P1673,general formula
http://www.wikidata.org/entity/P1674,number confirmed
http://www.wikidata.org/entity/P1675,number probable
http://www.wikidata.org/entity/P1676,number suspected
http://www.wikidata.org/entity/P1677,index case of
http://www.wikidata.org/entity/P1678,has vertex figure
http://www.wikidata.org/entity/P1679,BBC Your Paintings artwork identifier
http://www.wikidata.org/entity/P1680,subtitle
http://www.wikidata.org/entity/P1683,quote
http://www.wikidata.org/entity/P1684,inscription
http://www.wikidata.org/entity/P1685,PokÃ©mon browser number
http://www.wikidata.org/entity/P1686,for work
http://www.wikidata.org/entity/P1687,Wikidata property
http://www.wikidata.org/entity/P1688,AniDB identifier
http://www.wikidata.org/entity/P1689,central government debt as a percent of GDP
http://www.wikidata.org/entity/P169,chief executive officer
http://www.wikidata.org/entity/P1690,ICD-10-PCS
http://www.wikidata.org/entity/P1691,operations and procedures key (OPS)
http://www.wikidata.org/entity/P1692,ICD-9-CM
http://www.wikidata.org/entity/P1693,Terminologia Embryologica (TE)
http://www.wikidata.org/entity/P1694,Terminologia Histologica (TH)
http://www.wikidata.org/entity/P1695,NLP identifier
http://www.wikidata.org/entity/P1696,inverse of
http://www.wikidata.org/entity/P1697,total valid votes
http://www.wikidata.org/entity/P1699,SkyscraperPage building id
http://www.wikidata.org/entity/P17,country
http://www.wikidata.org/entity/P170,creator
http://www.wikidata.org/entity/P1700,SIPA identifier
http://www.wikidata.org/entity/P1702,IGESPAR identifier
http://www.wikidata.org/entity/P1703,pollination
http://www.wikidata.org/entity/P1704,pollenizer
http://www.wikidata.org/entity/P1705,native label
http://www.wikidata.org/entity/P1706,together with
http://www.wikidata.org/entity/P1707,DAAO identifier
http://www.wikidata.org/entity/P1708,LfDS object ID
http://www.wikidata.org/entity/P1709,equivalent class
http://www.wikidata.org/entity/P171,parent taxon
http://www.wikidata.org/entity/P1710,SÃ_chsische Biografie
http://www.wikidata.org/entity/P1711,British Museum person-institution
http://www.wikidata.org/entity/P1712,Metacritic ID
http://www.wikidata.org/entity/P1713,biography at the Bundestag of Germany
http://www.wikidata.org/entity/P1714,Journalisted ID
http://www.wikidata.org/entity/P1715,RKD/ESD identifier (Slovenia)
http://www.wikidata.org/entity/P1716,brand
http://www.wikidata.org/entity/P1717,SANDRE ID
http://www.wikidata.org/entity/P172,ethnic group
http://www.wikidata.org/entity/P1721,pinyin transliteration
http://www.wikidata.org/entity/P1725,beats per minute
http://www.wikidata.org/entity/P1726,Florentine musea Inventario 1890  ID
http://www.wikidata.org/entity/P1727,Flora of North America taxon ID
http://www.wikidata.org/entity/P1728,AllMusic artist ID
http://www.wikidata.org/entity/P1729,AllMusic album ID
http://www.wikidata.org/entity/P1730,AllMusic song ID
http://www.wikidata.org/entity/P1731,Fach
http://www.wikidata.org/entity/P1732,Naturbase ID
http://www.wikidata.org/entity/P1733,Steam ID
http://www.wikidata.org/entity/P1734,oath of office date
http://www.wikidata.org/entity/P1735,Comedien.ch identifier
http://www.wikidata.org/entity/P1736,Information Center for Israeli Art artist identifier
http://www.wikidata.org/entity/P1738,Merck Index monograph
http://www.wikidata.org/entity/P1739,CiNii book identifer
http://www.wikidata.org/entity/P1740,category for films shot at this location
http://www.wikidata.org/entity/P1741,GTAA id
http://www.wikidata.org/entity/P1743,Bradley and Fletcher checklist number
http://www.wikidata.org/entity/P1744,Agassiz et al checklist number
http://www.wikidata.org/entity/P1745,VASCAN ID
http://www.wikidata.org/entity/P1746,ZooBank nomenclatural act
http://www.wikidata.org/entity/P1747,Flora of China ID
http://www.wikidata.org/entity/P1748,NCI Thesaurus ID
http://www.wikidata.org/entity/P1749,Parlement & Politiek ID
http://www.wikidata.org/entity/P175,performer
http://www.wikidata.org/entity/P1750,name day
http://www.wikidata.org/entity/P1751,BBC Your Paintings collection identifier
http://www.wikidata.org/entity/P1752,scale
http://www.wikidata.org/entity/P1753,list related to category
http://www.wikidata.org/entity/P1754,category related to list
http://www.wikidata.org/entity/P1755,Aviation Safety Network accident description ID
http://www.wikidata.org/entity/P176,manufacturer
http://www.wikidata.org/entity/P1760,Aviation Safety Network Wikibase Occurrence
http://www.wikidata.org/entity/P1761,Watson & Dallwitz family ID
http://www.wikidata.org/entity/P1762,Hornbostel-Sachs classification
http://www.wikidata.org/entity/P1763,National Pipe Organ Register identifier
http://www.wikidata.org/entity/P1764,Flemish organization for Immovable Heritage relict ID
http://www.wikidata.org/entity/P1766,place name sign
http://www.wikidata.org/entity/P1769,denkXweb identifier
http://www.wikidata.org/entity/P177,crosses
http://www.wikidata.org/entity/P1770,Romania LMI code
http://www.wikidata.org/entity/P1771,Integrated Postsecondary Education Data System identifier
http://www.wikidata.org/entity/P1772,USDA PLANTS ID
http://www.wikidata.org/entity/P1773,attributed to
http://www.wikidata.org/entity/P1774,workshop of
http://www.wikidata.org/entity/P1775,follower of
http://www.wikidata.org/entity/P1776,circle of
http://www.wikidata.org/entity/P1777,manner of
http://www.wikidata.org/entity/P1778,forgery after
http://www.wikidata.org/entity/P1779,possible creator
http://www.wikidata.org/entity/P178,developer
http://www.wikidata.org/entity/P1780,school of
http://www.wikidata.org/entity/P1782,courtesy name
http://www.wikidata.org/entity/P1785,temple name
http://www.wikidata.org/entity/P1786,posthumous name
http://www.wikidata.org/entity/P1787,art-name
http://www.wikidata.org/entity/P1788,DVN identifier
http://www.wikidata.org/entity/P1789,chief operating officer
http://www.wikidata.org/entity/P179,series
http://www.wikidata.org/entity/P1790,BioStor author identifier
http://www.wikidata.org/entity/P1791,category of people buried here
http://www.wikidata.org/entity/P1792,category of associated people
http://www.wikidata.org/entity/P1793,format as a regular expression
http://www.wikidata.org/entity/P1794,bureau du patrimoine de Seine-Saint-Denis ID
http://www.wikidata.org/entity/P1795,Smithsonian American Art Museum: person/institution thesaurus id
http://www.wikidata.org/entity/P1796,International Standard Industrial Classification code
http://www.wikidata.org/entity/P1798,ISO 639-5 code
http://www.wikidata.org/entity/P1799,Maltese Islands National Inventory of Cultural Property identifier
http://www.wikidata.org/entity/P18,image
http://www.wikidata.org/entity/P180,depicts
http://www.wikidata.org/entity/P1800,Wikimedia database name
http://www.wikidata.org/entity/P1801,commemorative plaque image
http://www.wikidata.org/entity/P1802,EMLO person identifier
http://www.wikidata.org/entity/P1803,Masaryk University person ID
http://www.wikidata.org/entity/P1804,Danish National Filmography ID
http://www.wikidata.org/entity/P1805,(OBSOLETE) World Health Organisation International Nonproprietary Name  (use P2275)
http://www.wikidata.org/entity/P1806,ABoK number
http://www.wikidata.org/entity/P1807,Great Aragonese Encyclopedia ID
http://www.wikidata.org/entity/P1808,senat.fr ID
http://www.wikidata.org/entity/P1809,choreographer
http://www.wikidata.org/entity/P181,taxon range map image
http://www.wikidata.org/entity/P1810,named as
http://www.wikidata.org/entity/P1811,list of episodes
http://www.wikidata.org/entity/P1813,short name
http://www.wikidata.org/entity/P1814,name in kana
http://www.wikidata.org/entity/P1815,RSL scanned book's identifier
http://www.wikidata.org/entity/P1816,National Portrait Gallery (London) person identifier
http://www.wikidata.org/entity/P1817,addressee
http://www.wikidata.org/entity/P1818,KH
http://www.wikidata.org/entity/P1819,genealogics.org person ID
http://www.wikidata.org/entity/P1820,Open Food Facts food additive slug
http://www.wikidata.org/entity/P1821,Open Food Facts food category slug
http://www.wikidata.org/entity/P1822,DSH object ID
http://www.wikidata.org/entity/P1823,BAnQ ID
http://www.wikidata.org/entity/P1824,road number
http://www.wikidata.org/entity/P1825,Baseball-Reference.com major league player ID
http://www.wikidata.org/entity/P1826,Baseball-Reference.com minor league player ID
http://www.wikidata.org/entity/P1827,ISWC
http://www.wikidata.org/entity/P1828,IPI number
http://www.wikidata.org/entity/P1829,Roud Folk Song Index
http://www.wikidata.org/entity/P183,endemic to
http://www.wikidata.org/entity/P1830,owner of
http://www.wikidata.org/entity/P1831,electorate
http://www.wikidata.org/entity/P1832,GrassBase ID
http://www.wikidata.org/entity/P1833,number of registered users/contributors
http://www.wikidata.org/entity/P1836,draft pick number
http://www.wikidata.org/entity/P1837,Gaoloumi ID
http://www.wikidata.org/entity/P1838,PSS-archi ID
http://www.wikidata.org/entity/P1839,US Federal Election Commission identifier
http://www.wikidata.org/entity/P184,doctoral advisor
http://www.wikidata.org/entity/P1840,investigated by
http://www.wikidata.org/entity/P1841,Swedish district code
http://www.wikidata.org/entity/P1842,Global Anabaptist Mennonite Encyclopedia Online identifier
http://www.wikidata.org/entity/P1843,taxon common name
http://www.wikidata.org/entity/P1844,HathiTrust id
http://www.wikidata.org/entity/P1845,anti-virus alias
http://www.wikidata.org/entity/P1846,distribution map
http://www.wikidata.org/entity/P1847,Nasjonalbiblioteket photographer ID
http://www.wikidata.org/entity/P1848,INPN Code
http://www.wikidata.org/entity/P1849,SSR WrittenForm ID
http://www.wikidata.org/entity/P185,doctoral student
http://www.wikidata.org/entity/P1850,SSR Name ID
http://www.wikidata.org/entity/P1851,input set
http://www.wikidata.org/entity/P1852,Perry Index
http://www.wikidata.org/entity/P1853,blood type
http://www.wikidata.org/entity/P1854,Kiev street code
http://www.wikidata.org/entity/P1855,Wikidata property example
http://www.wikidata.org/entity/P1856,Wikidata example media file
http://www.wikidata.org/entity/P1858,Wikidata example string
http://www.wikidata.org/entity/P1859,Wikidata example property with item datatype
http://www.wikidata.org/entity/P186,material used
http://www.wikidata.org/entity/P1860,Wikidata example URL
http://www.wikidata.org/entity/P1861,Wikidata example time
http://www.wikidata.org/entity/P1862,Wikidata example quantity
http://www.wikidata.org/entity/P1863,Wikidata example property
http://www.wikidata.org/entity/P1863,Wikidata example property value
http://www.wikidata.org/entity/P1864,Wikidata example monolingual text
http://www.wikidata.org/entity/P1865,Wikidata example geographic coordinates
http://www.wikidata.org/entity/P1866,Catholic Hierarchy diocese ID
http://www.wikidata.org/entity/P1867,eligible voters
http://www.wikidata.org/entity/P1868,ballots cast
http://www.wikidata.org/entity/P1869,Hall of Valor ID
http://www.wikidata.org/entity/P1870,Name Assigning Authority Number
http://www.wikidata.org/entity/P1871,CERL ID
http://www.wikidata.org/entity/P1872,minimum number of players
http://www.wikidata.org/entity/P1873,maximum number of players
http://www.wikidata.org/entity/P1874,Netflix identifier
http://www.wikidata.org/entity/P1875,represented by
http://www.wikidata.org/entity/P1876,spacecraft
http://www.wikidata.org/entity/P1877,after a work by
http://www.wikidata.org/entity/P1878,Vox-ATypI classification
http://www.wikidata.org/entity/P1879,income classification (Philippines)
http://www.wikidata.org/entity/P1880,measured by
http://www.wikidata.org/entity/P1881,list of characters
http://www.wikidata.org/entity/P1882,Web Gallery of Art identifier
http://www.wikidata.org/entity/P1883,Declarator.org ID
http://www.wikidata.org/entity/P1884,hair color
http://www.wikidata.org/entity/P1885,cathedral
http://www.wikidata.org/entity/P1886,Smithsonian volcano identifier
http://www.wikidata.org/entity/P1887,vice-county
http://www.wikidata.org/entity/P1888,Dictionary of Medieval Names from European Sources entry
http://www.wikidata.org/entity/P1889,different from
http://www.wikidata.org/entity/P189,location of discovery
http://www.wikidata.org/entity/P1890,BNC identifier
http://www.wikidata.org/entity/P1891,signatory
http://www.wikidata.org/entity/P1893,OpenPlaques plaque identifier
http://www.wikidata.org/entity/P1894,Danish urban area code
http://www.wikidata.org/entity/P1895,Fauna Europaea ID
http://www.wikidata.org/entity/P1896,source website for the property
http://www.wikidata.org/entity/P1897,highest note
http://www.wikidata.org/entity/P1898,lowest note
http://www.wikidata.org/entity/P1899,Librivox author ID
http://www.wikidata.org/entity/P19,place of birth
http://www.wikidata.org/entity/P190,sister city
http://www.wikidata.org/entity/P1900,EAGLE id
http://www.wikidata.org/entity/P1901,BALaT person/organisation id
http://www.wikidata.org/entity/P1902,Spotify artist ID
http://www.wikidata.org/entity/P1903,volcanic explosivity index
http://www.wikidata.org/entity/P1905,FundRef registry name
http://www.wikidata.org/entity/P1906,office held by head of state
http://www.wikidata.org/entity/P1907,Australian Dictionary of Biography identifier
http://www.wikidata.org/entity/P1908,Commonwealth War Graves Commission person identifier
http://www.wikidata.org/entity/P1909,side effect
http://www.wikidata.org/entity/P1910,decreased expression in
http://www.wikidata.org/entity/P1911,increased expression in
http://www.wikidata.org/entity/P1912,deletion association with
http://www.wikidata.org/entity/P1913,gene duplication association with
http://www.wikidata.org/entity/P1914,gene insertion association with
http://www.wikidata.org/entity/P1915,gene inversion association with
http://www.wikidata.org/entity/P1916,gene substitution association with
http://www.wikidata.org/entity/P1917,posttranslational modification association with
http://www.wikidata.org/entity/P1918,altered regulation leads to
http://www.wikidata.org/entity/P1919,Ministry of Education of Chile school ID
http://www.wikidata.org/entity/P1920,Commonwealth War Graves Commission burial ground identifier
http://www.wikidata.org/entity/P1921,URI pattern for RDF resource
http://www.wikidata.org/entity/P1922,first line
http://www.wikidata.org/entity/P1923,participating team
http://www.wikidata.org/entity/P1924,vaccine for
http://www.wikidata.org/entity/P1925,VIOLIN ID
http://www.wikidata.org/entity/P1928,Vaccine Ontology ID
http://www.wikidata.org/entity/P1929,Clinvar Accession Number
http://www.wikidata.org/entity/P193,main building contractor
http://www.wikidata.org/entity/P1930,DSM V
http://www.wikidata.org/entity/P1931,NPG ID
http://www.wikidata.org/entity/P1932,stated as
http://www.wikidata.org/entity/P1933,MobyGames ID
http://www.wikidata.org/entity/P1934,Animator.ru work ID
http://www.wikidata.org/entity/P1934,Animator.ru film ID
http://www.wikidata.org/entity/P1935,DBCS ID
http://www.wikidata.org/entity/P1936,Digital Atlas of the Roman Empire ID
http://www.wikidata.org/entity/P1937,UN/LOCODE
http://www.wikidata.org/entity/P1938,Project Gutenberg author ID
http://www.wikidata.org/entity/P1939,Dyntaxa ID
http://www.wikidata.org/entity/P194,legislative body
http://www.wikidata.org/entity/P1940,conifers.org ID
http://www.wikidata.org/entity/P1942,McCune-Reischauer romanization
http://www.wikidata.org/entity/P1943,location map
http://www.wikidata.org/entity/P1944,relief location map
http://www.wikidata.org/entity/P1945,street key
http://www.wikidata.org/entity/P1946,National Library of Ireland authority
http://www.wikidata.org/entity/P1947,Mapillary ID
http://www.wikidata.org/entity/P1948,BerlPap identifier
http://www.wikidata.org/entity/P1949,CulturaItalia ID
http://www.wikidata.org/entity/P195,collection
http://www.wikidata.org/entity/P1950,second surname in Spanish name
http://www.wikidata.org/entity/P1951,investor
http://www.wikidata.org/entity/P1952,Encyclopaedia Metallum band ID
http://www.wikidata.org/entity/P1953,Discogs artist ID
http://www.wikidata.org/entity/P1954,Discogs master ID
http://www.wikidata.org/entity/P1955,Discogs label ID
http://www.wikidata.org/entity/P1956,takeoff and landing capability
http://www.wikidata.org/entity/P1957,Wikisource index page
http://www.wikidata.org/entity/P1958,Trismegistos Geo ID
http://www.wikidata.org/entity/P1959,Dutch Senate person ID
http://www.wikidata.org/entity/P196,minor planet group
http://www.wikidata.org/entity/P1960,Google Scholar ID
http://www.wikidata.org/entity/P1961,identifier of ComitÃ© des travaux historiques et scientifiques
http://www.wikidata.org/entity/P1962,patron
http://www.wikidata.org/entity/P1963,properties for this type
http://www.wikidata.org/entity/P1966,Biblioteca Nacional de Chile catalogue number
http://www.wikidata.org/entity/P1967,BoxRec ID
http://www.wikidata.org/entity/P1968,Foursquare venue ID
http://www.wikidata.org/entity/P1969,MovieMeter director ID
http://www.wikidata.org/entity/P197,adjacent station
http://www.wikidata.org/entity/P1970,MovieMeter movie ID
http://www.wikidata.org/entity/P1971,number of children
http://www.wikidata.org/entity/P1972,Open Hub ID
http://www.wikidata.org/entity/P1973,RSL editions
http://www.wikidata.org/entity/P1976,INEGI locality identifier
http://www.wikidata.org/entity/P1977,lesarchivesduspectacle ID
http://www.wikidata.org/entity/P1978,USDA NDB number
http://www.wikidata.org/entity/P1979,Righteous Among The Nations ID
http://www.wikidata.org/entity/P1980,PolSys ID
http://www.wikidata.org/entity/P1981,FSK film rating
http://www.wikidata.org/entity/P1982,Anime News Network person ID
http://www.wikidata.org/entity/P1983,Anime News Network company ID
http://www.wikidata.org/entity/P1984,Anime News Network manga ID
http://www.wikidata.org/entity/P1985,Anime News Network anime ID
http://www.wikidata.org/entity/P1986,Dizionario Biografico degli Italiani
http://www.wikidata.org/entity/P1987,MCN code
http://www.wikidata.org/entity/P1988,Delarge ID
http://www.wikidata.org/entity/P1989,Encyclopaedia Metallum artist ID
http://www.wikidata.org/entity/P199,business division
http://www.wikidata.org/entity/P1990,species kept
http://www.wikidata.org/entity/P1991,LPSN URL
http://www.wikidata.org/entity/P1992,Plazi ID
http://www.wikidata.org/entity/P1993,TeX string
http://www.wikidata.org/entity/P1994,AllMusic composition ID
http://www.wikidata.org/entity/P1995,medical specialty
http://www.wikidata.org/entity/P1996,parliament.uk ID
http://www.wikidata.org/entity/P1997,Facebook Places ID
http://www.wikidata.org/entity/P1998,UCI code
http://www.wikidata.org/entity/P1999,UNESCO language status
http://www.wikidata.org/entity/P20,place of death
http://www.wikidata.org/entity/P200,lake inflows
http://www.wikidata.org/entity/P2000,CPDL ID
http://www.wikidata.org/entity/P2001,Revised Romanisation
http://www.wikidata.org/entity/P2002,Twitter username
http://www.wikidata.org/entity/P2003,Instagram username
http://www.wikidata.org/entity/P2004,NALT id
http://www.wikidata.org/entity/P2005,Catalogus Professorum Halensis
http://www.wikidata.org/entity/P2006,ZooBank author ID
http://www.wikidata.org/entity/P2007,ZooBank publication ID
http://www.wikidata.org/entity/P2008,IPNI publication ID
http://www.wikidata.org/entity/P2009,Exif model
http://www.wikidata.org/entity/P201,lake outflow
http://www.wikidata.org/entity/P2010,Exif make
http://www.wikidata.org/entity/P2011,Cooper-Hewitt Person ID
http://www.wikidata.org/entity/P2012,cuisine
http://www.wikidata.org/entity/P2013,Facebook ID
http://www.wikidata.org/entity/P2014,MoMA artwork id
http://www.wikidata.org/entity/P2015,Hansard ID
http://www.wikidata.org/entity/P2016,Catalogus Professorum Academiae Groninganae id
http://www.wikidata.org/entity/P2017,isomeric SMILES
http://www.wikidata.org/entity/P2018,Teuchos ID
http://www.wikidata.org/entity/P2019,AllMovie artist ID
http://www.wikidata.org/entity/P2020,worldfootball.net ID
http://www.wikidata.org/entity/P2021,ErdÅ‘s number
http://www.wikidata.org/entity/P2024,German cattle breed ID
http://www.wikidata.org/entity/P2025,Find A Grave cemetery ID
http://www.wikidata.org/entity/P2026,Avibase ID
http://www.wikidata.org/entity/P2027,Colour Index International constitution ID
http://www.wikidata.org/entity/P2028,United States Armed Forces service number
http://www.wikidata.org/entity/P2029,Dictionary of Ulster Biography ID
http://www.wikidata.org/entity/P2030,NASA biographical ID
http://www.wikidata.org/entity/P2031,work period (start)
http://www.wikidata.org/entity/P2032,work period (end)
http://www.wikidata.org/entity/P2033,Category for pictures taken with camera
http://www.wikidata.org/entity/P2034,Project Gutenberg ebook ID
http://www.wikidata.org/entity/P2035,LinkedIn personal profile
http://www.wikidata.org/entity/P2036,African Plant Database
http://www.wikidata.org/entity/P2037,GitHub username
http://www.wikidata.org/entity/P2038,ResearchGate ID
http://www.wikidata.org/entity/P2040,CITES Species+ ID
http://www.wikidata.org/entity/P2041,National Gallery of Victoria artist identifier
http://www.wikidata.org/entity/P2042,Artsy artist
http://www.wikidata.org/entity/P2043,length
http://www.wikidata.org/entity/P2044,elevation above sea level
http://www.wikidata.org/entity/P2045,orbital inclination
http://www.wikidata.org/entity/P2046,area
http://www.wikidata.org/entity/P2047,running time
http://www.wikidata.org/entity/P2048,height
http://www.wikidata.org/entity/P2049,width
http://www.wikidata.org/entity/P205,basin country
http://www.wikidata.org/entity/P2050,wingspan
http://www.wikidata.org/entity/P2051,M sin i
http://www.wikidata.org/entity/P2052,speed
http://www.wikidata.org/entity/P2053,watershed area
http://www.wikidata.org/entity/P2054,density
http://www.wikidata.org/entity/P2055,electrical conductivity
http://www.wikidata.org/entity/P2056,heat capacity
http://www.wikidata.org/entity/P2057,HMDB ID
http://www.wikidata.org/entity/P2058,depositor
http://www.wikidata.org/entity/P206,located next to body of water
http://www.wikidata.org/entity/P2060,luminosity
http://www.wikidata.org/entity/P2061,aspect ratio
http://www.wikidata.org/entity/P2062,HSDB ID
http://www.wikidata.org/entity/P2063,LIPID MAPS ID
http://www.wikidata.org/entity/P2064,KNApSAcK ID
http://www.wikidata.org/entity/P2065,NIAID ChemDB ID
http://www.wikidata.org/entity/P2066,fusion enthalpy
http://www.wikidata.org/entity/P2067,mass (weight)
http://www.wikidata.org/entity/P2068,thermal conductivity
http://www.wikidata.org/entity/P2069,magnetic moment
http://www.wikidata.org/entity/P207,bathymetry image
http://www.wikidata.org/entity/P2070,Fellow of the Royal Society
http://www.wikidata.org/entity/P2071,MÃ©moire des hommes
http://www.wikidata.org/entity/P2072,CDB Chemical ID
http://www.wikidata.org/entity/P2073,range
http://www.wikidata.org/entity/P2074,internetmedicin.se ID
http://www.wikidata.org/entity/P2075,speed of sound
http://www.wikidata.org/entity/P2076,temperature
http://www.wikidata.org/entity/P2077,pressure
http://www.wikidata.org/entity/P2078,user manual link
http://www.wikidata.org/entity/P2079,fabrication method
http://www.wikidata.org/entity/P208,executive body
http://www.wikidata.org/entity/P2080,AcademiaNet
http://www.wikidata.org/entity/P2081,BLDAM object ID
http://www.wikidata.org/entity/P2082,M.49 code
http://www.wikidata.org/entity/P2083,Leadscope ID
http://www.wikidata.org/entity/P2084,ZINC ID
http://www.wikidata.org/entity/P2085,Nikkaji
http://www.wikidata.org/entity/P2086,CDD Public ID
http://www.wikidata.org/entity/P2087,CrunchBase person ID
http://www.wikidata.org/entity/P2088,CrunchBase organisation ID
http://www.wikidata.org/entity/P2089,Library of Congress JukeBox ID
http://www.wikidata.org/entity/P209,highest judicial authority
http://www.wikidata.org/entity/P2090,Power of 10 athlete ID
http://www.wikidata.org/entity/P2091,FISA ID
http://www.wikidata.org/entity/P2092,Bildindex der Kunst und Architektur ID
http://www.wikidata.org/entity/P2093,short author name
http://www.wikidata.org/entity/P2094,competition class
http://www.wikidata.org/entity/P2095,co-driver
http://www.wikidata.org/entity/P2096,image legend
http://www.wikidata.org/entity/P2097,term length of office
http://www.wikidata.org/entity/P2098,substitute/deputy/replacement of office/officeholder
http://www.wikidata.org/entity/P2099,BC Geographical Names ID
http://www.wikidata.org/entity/P21,sex or gender
http://www.wikidata.org/entity/P210,party chief representative
http://www.wikidata.org/entity/P2100,Banque de noms de lieux du QuÃ©bec id
http://www.wikidata.org/entity/P2101,melting point
http://www.wikidata.org/entity/P2102,boiling point
http://www.wikidata.org/entity/P2103,size of team at start
http://www.wikidata.org/entity/P2105,size of team at finish
http://www.wikidata.org/entity/P2106,RXNO Ontology
http://www.wikidata.org/entity/P2107,decomposition point
http://www.wikidata.org/entity/P2108,Kunstindex Danmark artwork ID
http://www.wikidata.org/entity/P2109,power output
http://www.wikidata.org/entity/P2112,wing area
http://www.wikidata.org/entity/P2113,sublimation temperature
http://www.wikidata.org/entity/P2114,half-life
http://www.wikidata.org/entity/P2115,NDF-RT ID
http://www.wikidata.org/entity/P2116,enthalpy of vaporization
http://www.wikidata.org/entity/P2117,combustion enthalpy
http://www.wikidata.org/entity/P2118,kinematic viscosity
http://www.wikidata.org/entity/P2119,vapor pressure
http://www.wikidata.org/entity/P212,ISBN-13
http://www.wikidata.org/entity/P2120,radius
http://www.wikidata.org/entity/P2121,prize money
http://www.wikidata.org/entity/P2123,YerelNet village ID
http://www.wikidata.org/entity/P2124,membership
http://www.wikidata.org/entity/P2125,Revised Hepburn romanization
